Title,Genre,Rating,Votes,Duration
Unexposed,Thriller,7.7,71,1h 3m
Hunting with Tigers,Thriller,5.6,545,1h 49m
Becky,Thriller,4.2,163,N/A
Captain Miller,Thriller,6.5,8600,2h 37m
Svemu dodje kraj,Thriller,6.4,351,1h 29m
Midnight Taxi,Thriller,5.3,108,1h 37m
Remnant,Thriller,2.6,323,1h 52m
Suckers,Thriller,3.2,126,1h 7m
Last Night at Terrace Lanes,Thriller,4.3,642,1h 15m
Blink,Thriller,7.0,1500,2h 16m
Thiru.Manickam,Thriller,8.1,2600,2h 2m
Bloody Beggar,Thriller,6.2,4400,2h 14m
Revival,Thriller,5.7,23,N/A
Todos Somos Justos,Thriller,8.4,18,1h 19m
