Title,Genre,Rating,Votes,Duration
Sixty Minutes,Action,5.7,5200,1h 28m
Heart of the Hunter,Action,4.7,2200,1h 45m
Mura,Action,7.3,6300,2h 9m
Eagle,Action,5.9,4900,2h 39m
Shark Warning,Action,3.3,308,1h 34m
Nice Girls,Action,4.2,1200,1h 32m
Max,Action,7.1,3400,2h 12m
Cells at Work!,Action,6.7,315,1h 49m
200% Wolf,Action,5.9,1300,1h 38m
Six jours,Action,5.7,236,1h 35m
Operation: Raqqa,Action,5.5,273,1h 47m
Agni,Action,7.2,15000,2h 2m
The Last of Us: Immunity,Action,4.2,29,1h 4m
Ryan's World the Movie: Titan Universe Adventure,Action,1.8,706,1h 20m
Hunt the Wicked,Action,5.4,127,1h 42m
Ferry 2,Action,5.6,3900,1h 34m
24 Hours to D-Day,Action,3.7,52,1h 23m
Thiragabadara Saami,Action,6.1,112,1h 55m
UI,Action,6.8,5700,2h 15m
The Hangman,Action,3.3,1000,1h 32m
Bangkok Dog,Action,4.8,230,1h 25m
Roadkill,Action,3.7,689,1h 30m
Cassino in Ischia,Action,4.3,257,1h 53m
The Last Ronin,Action,4.9,586,1h 55m
Yudhra,Action,5.0,13000,2h 22m
Sheriff,Action,6.9,1100,2h 13m
Murder at Hollow Creek,Action,3.9,88,N/A
Snow White and the Seven Samurai,Action,3.1,310,1h 28m
Bionic,Action,4.3,1700,1h 50m
Rogue Elements: A Ryan Drake Story,Action,4.5,1000,44m
Love Courage and the Battle of Bushy Run,Action,5.0,188,1h 53m
S.T.A.L.K.E.R.: Shadow of the Zone,Action,5.2,490,1h 12m
Delivery Run,Action,7.4,16,N/A
Indian 2,Action,3.8,16000,N/A
Ayalaan,Action,5.9,4000,2h 35m
Black Heat,Action,8.4,128,1h 33m
No Time to Spy: A Loud House Movie,Action,6.4,477,1h 21m
First Nights at Freddy's,Action,9.4,18,1h 38m
Cesium Fallout,Action,6.4,827,2h 15m
Hellhound,Action,4.3,513,1h 43m
War of the Worlds: Extinction,Action,3.0,210,1h 24m
The Traveller,Action,5.2,211,2h 14m
The Ballad of Davy Crockett,Action,4.6,250,1h 36m
Mission: Cross,Action,6.1,2600,1h 45m
Crakk: Jeetega... Toh Jiyegaa,Action,4.7,6500,2h 34m
Bonnie,Action,7.1,41,2h
Martin,Action,2.2,36000,2h 27m
Ghosts of Red Ridge,Action,3.2,168,1h 21m
Crisis Negotiators,Action,6.7,730,2h
Get Fast,Action,3.7,464,1h 28m
Bidurbhai,Action,9.2,393,2h 28m
Fight Another Day,Action,4.9,372,1h 37m
Snatched,Action,5.9,467,1h 41m
Sous écrous,Action,5.5,93,1h 51m
Mr. Bachchan,Action,3.6,5300,2h 30m
Alpha.,Action,6.9,254,1h 40m
The Plot,Action,4.8,391,1h 40m
Naam,Action,6.3,283,2h 16m
Por,Action,5.1,624,2h 34m
Zero,Action,6.0,80,1h 28m
Matka,Action,4.7,594,2h 36m
Genis Aile 4: Cevahir & Ulvi,Action,4.9,221,1h 30m
The Kingdom,Action,6.8,123,2h 13m
Waspzilla,Action,4.4,132,N/A
Lie Zhan,Action,6.7,75,1h 33m
I Heart Robots,Action,4.5,2400,1h 16m
High Forces,Action,5.8,548,1h 59m
Dragon Ball Z Kai,Action,8.5,77,1h 22m
Mobile Suit Gundam SEED Freedom,Action,6.6,971,2h 4m
Stuntman,Action,6.9,191,1h 54m
Bangkok Breaking: Heaven and Hell,Action,5.8,690,2h 26m
Bull Shark 2,Action,2.7,199,1h 15m
Bhaiyya Ji,Action,4.8,7400,2h 30m
WWII: Operation Phoenix,Action,5.7,95,1h 46m
My Fathers' Daughter,Action,6.5,81,1h 18m
Bastar: The Naxal Story,Action,6.4,3300,2h 4m
Dirty Money,Action,5.6,159,1h 40m
Hunting with Tigers,Action,5.6,545,1h 49m
Alangu,Action,8.1,1200,2h 11m
Turbo,Action,5.9,3600,2h 35m
Pimpinero: Blood and Oil,Action,5.6,566,2h 1m
Captain Miller,Action,6.5,8600,2h 37m
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,Action,8.1,668,2h 54m
Razakar: The Silent Genocide of Hyderabad,Action,7.4,5300,2h 46m
Dange,Action,5.3,803,2h 34m
Mani nude,Action,6.5,20,N/A
Alien Country,Action,4.4,371,1h 36m
Jorge da Capadócia,Action,6.0,153,1h 59m
Bloody Beggar,Action,6.2,4400,2h 14m
Lisabi: The Uprising,Action,5.9,132,1h 47m
Sikaar,Action,8.3,683,2h 30m
Non Negotiable,Action,5.4,1200,1h 27m
Clone Cops,Action,5.8,246,1h 36m
Agents,Action,3.3,943,1h 22m
Bachhala Malli,Action,8.2,3900,2h 20m
Appu,Action,8.5,186,1h 32m
Barroz: Guardian of Treasures,Action,3.4,1000,2h 35m
Rathnam,Action,5.4,3700,2h 35m
Ruslaan,Action,3.3,1300,2h
The Waiter,Action,8.1,27,N/A
Conquer: Lahad Datu,Action,6.6,534,2h
Mongol,Action,8.6,98,2h 35m
Harom Hara,Action,6.6,3100,2h 34m
The Friendly,Action,8.2,17,1h 41m
Go for Broke,Action,5.7,281,1h 55m
Black Storm,Action,6.6,69,1h 37m
Vixen,Action,5.4,337,1h 28m
I Am What I Am 2,Action,7.5,210,2h 14m
(Pri)sons,Action,5.0,286,1h 40m
Pottel,Action,8.1,2700,2h 28m
Rats!,Action,6.5,148,1h 25m
Operation Undead,Action,4.7,427,1h 50m
Paradise,Action,6.9,79,1h 23m
Purushothamudu,Action,8.0,19,2h
Gandhi 3,Action,5.7,242,2h 23m
Athhoi,Action,7.9,137,2h 38m
Kaalapatthar,Action,6.9,997,1h 53m
American Warrior,Action,8.8,23,1h 29m
Appudo Ippudo Eppudo,Action,4.7,234,2h
Pusaka,Action,5.2,179,1h 30m
Reapers,Action,8.3,578,N/A
Roudhra Rupaya,Action,7.5,2000,2h 12m
The Charisma Killers,Action,6.3,659,1h 41m
Nu Huo 12 Xiao Shi,Action,6.0,53,1h 26m
Kadakan,Action,4.0,113,2h 8m
Shu Si Yi Bo,Action,6.7,37,1h 31m
