Title,Genre,Rating,Votes,Duration
Red Path,Drama,6.8,138,1h 37m
Kalvan,Drama,5.6,989,2h 22m
The Fall,Drama,8.0,35,N/A
Lesson Learned,Drama,7.6,2300,1h 59m
The Firing Squad,Drama,5.1,5100,1h 33m
A House on Fire,Drama,7.3,3400,1h 45m
Revolver,Drama,5.4,906,1h 54m
Uhaw,Drama,4.7,128,1h 52m
Freedom,Drama,5.9,1400,1h 50m
We Are Wolves,Drama,3.4,265,1h 37m
Bahodir Yalangto'sh,Drama,7.2,124,N/A
Gladiators,Drama,4.5,102,1h 35m
Off the Record,Drama,8.1,81,1h 35m
Savi,Drama,6.1,35000,2h 6m
Sisid Marino,Drama,6.0,371,1h 30m
La seconda vita,Drama,5.8,23,1h 24m
Auron Mein Kahan Dum Tha,Drama,6.5,41000,2h 30m
Cassandre,Drama,7.2,67,1h 43m
Thangalaan,Drama,6.6,6700,2h 36m
My Sunshine,Drama,7.1,1400,1h 40m
Tempting,Drama,5.4,281,1h 35m
Before Dawn,Drama,5.4,1100,1h 41m
Beyond the Rush,Drama,8.2,380,1h 34m
1978,Drama,5.4,248,1h 16m
Jim's Story,Drama,6.8,1000,1h 41m
GTMax,Drama,5.0,1300,1h 40m
The Dog Thief,Drama,7.3,110,1h 30m
Le dernier souffle,Drama,6.7,200,1h 37m
Painter and Lampshade,Drama,6.8,98,1h 46m
Baki Hanma VS Kengan Ashura,Drama,5.7,2000,1h 2m
Tabaah,Drama,5.4,558,1h 48m
The Ghost Trap,Drama,7.4,56,1h 46m
Way Home,Drama,6.6,820,1h 38m
The Great Ambition,Drama,7.2,760,2h 3m
