Title,Genre,Rating,Votes,Duration
Obayifo Project,Horror,5.4,358,1h 11m
I Heard You Buy Souls,Horror,3.0,48,1h 28m
Bangsal Isolasi,Horror,4.7,169,1h 16m
I Left My Heart in Colombia,Horror,8.7,418,N/A
This Never Happened,Horror,4.8,382,1h 30m
Cursed in Baja,Horror,6.5,27,1h 20m
The Naughty List of Mr. Scrooge,Horror,4.5,207,1h 30m
Mannequin,Horror,6.5,117,N/A
Chain Reactions,Horror,7.1,105,1h 43m
Tahoe Joe 2: The Sierra Nevada Bigfoot Conspiracy,Horror,4.3,249,1h 14m
Visher,Horror,4.2,381,1h 5m
Slashercise,Horror,5.4,13,58m
Push,Horror,N/A,13,N/A
Camp Blood: Clown Shark,Horror,3.2,88,1h 10m
